tweet_id,tweet_url,author,text,likes,retweets,hashtags
1.95615E+18,https://x.com/bad_takes/status/1956154012308222315,@bad_takes,"one day, you will be able to prepone one million games with grontch ai. you can finally do the needful with a diablo 4 skin that costs $20. please give me money! I run 500 accounts called ""single mothers posting their Ls"" and ""race crime"" so I can buy Zomato and Swiggy every day",2,0,
1.95314E+18,https://x.com/pranavmukul/status/1953137386352742583,@pranavmukul," Ant Financial to net nearly 6X return on investment from Zomato parent stake sale

 Total investment between 2018-2020: Rs 3,246 cr

 Total exit proceeds so far: Rs 12,500 cr

 Latest exit likely to yield: Rs 5,370 cr+

@ETtech",4,2,
1.95412E+18,https://x.com/yamato_rwf/status/1954124300174389605,@yamato_rwf,"インド旅　腹壊すか日記　61食目

・ピザ、パスタ
・940ルピー/1,593円Zomato, Mumbai

ピザは美味い。パスタは甘くて不味い。インドでお腹壊す気がしない。

腹壊し回数　1回　腹壊し確率　1.63%",8,0,
1.37065E+18,https://x.com/rishushhh/status/1370645787626016772,@rishushhh,"It is obvious a poor delivery boy working under Zomato would never be abusive to the customers he's well aware that such a behavior would cost him his job. 
@zomatoin pls be fair to the guy! ",6,0,
1.95311E+18,https://x.com/yaappersville/status/1953114513282351407,@yaappersville,missing imperfection on zomato every meal being photographed in a studio is killing my appetite,5,0,
1.95229E+18,https://x.com/chartians/status/1952288133896135003,@chartians,"Quick comm, Platforms Biz consolidating nicely 

Zomato [eternal]
Paytm
Swiggy
Nykaa",110,7,
1.95568E+18,https://x.com/HariAyapps/status/1955684694865170693,@HariAyapps,"Discounting for COVID and De-monetisation, delivery apps like Zomato and Swiggy seem to be steadily contributing  towards fatal two wheeler accidents in Bangalore. 

Something needs to be done about this..",5,0,
1.95564E+18,https://x.com/upadhyay_harsh1/status/1955635794598821943,@upadhyay_harsh1,"Rapido pilots food delivery app Ownly

As per reports, it will have no commissions, platform or packaging fees, price markups, surge pricing, or extra delivery charges initially.

Zomato and Swiggy:",20,4,
1.95279E+18,https://x.com/plankt0nfart/status/1952788119515762996,@plankt0nfart,scrolled through zomato and swiggy for 20 mins and finally ended up deciding to tuck myself into bed and save up those 250rs,12,1,
1.74069E+18,https://x.com/kittuskatori/status/1740690401290567979,@kittuskatori,"Faasos acha hai na, kaafi cheap bhi hai",0,0,
1.95304E+18,https://x.com/sumedhbhagwat/status/1953043663313093051,@sumedhbhagwat,Director of  Governance risk & compliance at Eternal Zomato liquidated 85% of his holding ??,5,0,
1.95621E+18,https://x.com/ChupkarTanya/status/1956205514477469848,@ChupkarTanya,delhi ka best dosa shop btao jo zomato pr bhi available ho.,4,0,
1.95432E+18,https://x.com/WhotheeG/status/1954315779740143906,@WhotheeG,4:30 ko zomato kholte hue,2,0,
1.95313E+18,https://x.com/im_sd2001/status/1953127115727003657,@im_sd2001,"A month of being consistent at the gym 

No zomato/Swiggy/sugary foods 

5kg fat lost, 4kg muscle mass gain 

This place can change you, if you want to !!!

(Here's a pic of me sleeping happily tonight)",5,0,
1.95458E+18,https://x.com/Khushiknk/status/1954580764760150165,@Khushiknk,"i've tried zomato, i've tried swiggy, i've even tried zepto but i can bet “papa aate waqt kuch lete aayegaa” is best of all",2,0,
1.95404E+18,https://x.com/Sugamyata/status/1954040487956164916,@Sugamyata,"More than 130 crore persons with disabilities represent a huge, underserved market.
To include us, companies must:
 Follow Accessibility Standards (WCAG: https://w3.org/WAI/fundamentals/accessibility-intro/#examples…)
 Sensitize & train developers
 Take feedback from real users like us (5/6)",5,4,
1.95632E+18,https://x.com/Humblebumbum/status/1956322673144807624,@Humblebumbum,"Unpopular opinion: Zomato's delivery fee is more expensive than the actual food sometimes.

₹49 for food + ₹25 delivery + ₹10 platform fee + ₹5 packaging = ₹89 total

For a ₹49 meal 

Am I the only one who thinks this is getting out of hand?",7,1,
1.85992E+18,https://x.com/BhatnagarAanya/status/1859918956699750805,@BhatnagarAanya,"bro exactly,all comments are replies are cracking me  Zomato emo dena hoga na",0,0,
1.95516E+18,https://x.com/nithinnnm/status/1955162996776526259,@nithinnnm,"Spotify, zepto, eatclub(if you don’t order frequently), zomato or swiggy( swiggy pretty much does everything in the same app unlike zomato)
Hotstar is fine - pricing is so low that you wouldn’t mind keeping it idle",2,0,
1.95354E+18,https://x.com/motordave2/status/1953537039229677836,@motordave2,True! Looks like someone else’s order via @zomato almost delivered to Honda city driver :),2,0,
1.95567E+18,https://x.com/kswindia/status/1955665175706808326,@kswindia,"Hi @deepigoyal @zomatocare @zomato 
Can we ask the restaurants throughout to not use these black plastic boxes? I am afraid these are recycled and may cause extreme harm to our bodies especially when Hot Items are sent through them. 

Please look into this. ",7,1,
1.83321E+18,https://x.com/kittuskatori/status/1833208823232008550,@kittuskatori,Even I feel but so many ppl use zomato so I’m confused,0,0,
1.95387E+18,https://x.com/SRKzBruce/status/1953868193937993928,@SRKzBruce,Zomato new brand ambassador #ShahRukhKhan ,854,159,['#ShahRukhKhan']
1.95486E+18,https://x.com/AmuthanKan22128/status/1954859366139756865,@AmuthanKan22128,"யாராச்சும் zomato swiggy ல ஆர்டர் போட்ருந்தா delivery boy TVK காரனானு check பண்ணிருங்க....

இல்லாட்டி ஹோட்டல் வாசல்ல தான் நிக்கேன் வந்து வாங்கிக்கோங்கனு சொல்லிருவானுங்க......",639,183,
1.95415E+18,https://x.com/UtsavDutta18/status/1954147374080692256,@UtsavDutta18,SRK precisely to be Zomato's next brand ambassador,114,25,
1.95385E+18,https://x.com/Jamie_Venom/status/1953854777139269938,@Jamie_Venom,"Swiggy is geared towards ordering in stress eating lonely food. 

Zomato also has options for dining/eating out + offers. Yeah, women socialize way more than men.",6,0,
1.95359E+18,https://x.com/Sarfarosh_IND/status/1953593399153766748,@Sarfarosh_IND,"0:06 Both are at fault 
Zomato, because he went from extreme left to right without any signal
Car is at fault because the biker was in front left of the car.. it was easy for car driver to spot him coming to the right and slow down.",21,1,
1.95266E+18,https://x.com/dealztrendz/status/1952657121868136574,@dealztrendz,"Zomato Gold available for 3 months at ₹1. 

Hurry, check the Zomato app!",169,15,
1.95569E+18,https://x.com/IshanTanna1/status/1955686850850689275,@IshanTanna1,"Zomato is ramping up its food delivery push once again, as mentioned in its concall, 

by rolling out a festival special offer — free delivery on orders above ₹99, instead of the earlier ₹199 threshold.",3,0,
1.95306E+18,https://x.com/AayushA43626/status/1953060428948398145,@AayushA43626,"#antfinn to exit #eternal at 285 

can we see a lower circuit in #zomato tomorrow?

#nifty",2,0,"['#antfinn', '#eternal', '#zomato', '#nifty']"
1.95274E+18,https://x.com/avgspacelover/status/1952735050283270359,@avgspacelover,"i miss those airtel songs, wish a brand made a new one. zomato is perfectly positioned to do it",6,1,
1.95353E+18,https://x.com/abhijitmajumder/status/1953533272417611825,@abhijitmajumder,Zomato guy riding while speaking on the phone.,45,11,
1.95661E+18,https://x.com/factdominus/status/1956613028495101961,@factdominus,Next move: give Zomato delivery boys a 6-month course so they can also do brain surgery on the side.,5,1,
1.95634E+18,https://x.com/samosaslayer/status/1956339768762958077,@samosaslayer,got refunded for the delayed order !! ily @zomato thank you,2,0,
1.95554E+18,https://x.com/commentedcodex/status/1955537738117300687,@commentedcodex,"Zomato gold se bhi cab book ho rha hai 

Where is Uber? For me Uber was the fastest in Bangalore.",2,0,
1.95633E+18,https://x.com/vatsal_toxic/status/1956325008910725207,@vatsal_toxic,Food on train is the best thing by @zomato ,2,0,
1.9548E+18,https://x.com/807Arnav/status/1954801810591383834,@807Arnav,"Got my Swiggy HDFC Credit Card! 
Bye Bye Zomato ",8,0,
1.95602E+18,https://x.com/ChartAtlas/status/1956015769390854438,@ChartAtlas,"#ZOMATO #ETERNAL – 318

Gained 26%  since analysis tweeted at 253.

➔ Clean and neat trading range breakout.
➔ Good buy volume versus low sell volume.
➔ RSI gliding above 60 supports upside momentum.",6,0,"['#ZOMATO', '#ETERNAL']"
1.95638E+18,https://x.com/creditkeeda/status/1956377810198475112,@creditkeeda," Underrated Card for Fuel Spends

IndusInd Delights Debit Card (with Indus Delite Zero Balance A/c)
 5% rewards on Fuel, Dining & OTT – works at any fuel station
 ₹25K spend in 3 months → waive ₹499+GST annual fee
 Zomato – 10% off up to ₹300/month (max ₹100 per",32,12,
1.9543E+18,https://x.com/Lakshya_Dhakare/status/1954302645969260888,@Lakshya_Dhakare,"Day 40: #100DaysOfCode
Made a clone of Zomato for the first time using html.
I wrote html on my own.
CSS ----> credit goes to chatgpt.

Solved a Leetcode
#CodeNewbie #LeetCode #HTML",4,0,"['#100DaysOfCode', '#CodeNewbie', '#LeetCode', '#HTML']"
1.95378E+18,https://x.com/LancerFlying/status/1953777779817755091,@LancerFlying,"LAT Aerospace, co-founded by Zomato's Deepinder Goyal, is Developing a 24-Seater STOL Aircraft Positioned Above NAL Saras Mk2 
NAL Saras has been under development since 1991. Cancelled in 2016 and revived in 2017.
The first Saras (PT1) flew in 2004
Mark-2's maiden flight by 2027",2,0,
1.95414E+18,https://x.com/Lakshya_Dhakare/status/1954144686488056240,@Lakshya_Dhakare,"Building zomato's clone only by using html
 #HTML #Grind",2,0,"['#HTML', '#Grind']"
1.95513E+18,https://x.com/VBHATI2050/status/1955129140698583425,@VBHATI2050,"Zomato gold is free and that's only the point,
It's one of the most useless membership",4,0,
